2010,M,Check out my video!,2010/blocking1.png,2010/blocking1.JPG,2010/blocking1.JPG,WOOD,FALL 2012,,,http://www.vimeo.com/adkaplan/
2010,M,,2010/blocking2.png,2010/blocking2.JPG,2010/blocking2.JPG,WOOD,FALL 2012,,,
2010,M,,2010/blocking3.png,2010/blocking3.JPG,2010/blocking3.JPG,WOOD,FALL 2012,,,
knot project,M,,2010/build1.png,2010/build1.jpg,2010/build1.jpg,CHIPBOARD,FALL 2012,,,
knot project,M,,2010/build2.png,2010/build2.jpg,2010/build2.jpg,CHIPBOARD,FALL 2012,,,
2010,M,,2010/build3.png,2010/build3.jpg,2010/build3.jpg,WOOD,FALL 2012,,,
2010 Final,M,,2010/Diagrams.png,2010/Diagrams.png,2010/Diagrams.png,DIGITAL,FALL 2012,,,
2010,M,,2010/draft.png,2010/drafts.png,2010/drafts.png,DRAFTED,FALL 2012,,,
knot project,M,,2010/First.png,2010/First.png,2010/First.png,DIGITAL,FALL 2012,,,
knot project,M,,2010/fourth.png,2010/fourth.png,2010/fourth.png,DIGITAL,FALL 2012,,,
2010 Final,M,,2010/fromrhino.png,2010/FromRhino.jpg,2010/FromRhino.jpg,DIGITAL,FALL 2012,,,
2010 Final,M,,2010/frontrender.png,2010/frontrender.png,2010/frontrender.png,DIGITAL,FALL 2012,,,
2010 Final,M,,2010/Interior2.png,2010/Interior2.png,2010/Interior2.png,DIGITAL,FALL 2012,,,
2010 Final,M,,2010/Interior3.png,2010/Interior3.bmp,2010/Interior3.bmp,DIGITAL,FALL 2012,,,
2010 Final,M,,2010/interior4.png,2010/interior4.JPG,2010/interior4.JPG,DIGITAL,FALL 2012,,,
2010 Final,M,,2010/interior5.png,2010/interior5.JPG,2010/interior5.JPG,DIGITAL,FALL 2012,,,
2010 Final,M,,2010/modelext.png,2010/model.JPG,2010/model.JPG,"WOOD, CHIPBOARD",FALL 2012,,,
2010 Final,M,,2010/model2.png,2010/model2.JPG,2010/model2.JPG,"WOOD, CHIPBOARD",FALL 2012,,,
2010 Final,M,,2010/model3.png,2010/model3.JPG,2010/model3.JPG,CHIPBOARD,FALL 2012,,,
2010 Final,M,,2010/model4.png,2010/model4.JPG,2010/model4.JPG,CHIPBOARD,FALL 2012,,,
2010 Final,M,Click for full image,2010/section1.png,2010/section1.png,2010/section1.png,,FALL 2012,,,img/2010/section1.png
2010 Final,M,,2010/section2.png,2010/section2.png,2010/section2.png,,FALL 2012,,,
2010,M,,2010/striker.png,2010/striker.png,2010/striker.png,,FALL 2012,,,
2010,M,,2010/Third.png,2010/Third.png,2010/Third.png,,FALL 2012,,,
2010,M,,2010/tinymodel.png,2010/tinymodel1.JPG,2010/tinymodel1.JPG,,FALL 2012,,,
2010,M,,2010/tinymodel2.png,2010/tinymodel2.JPG,2010/tinymodel2.JPG,,FALL 2012,,,
2010,M,,2010/tinymodel3.png,2010/tinymodel3.JPG,2010/tinymodel3.JPG,,FALL 2012,,,
2020 Final,D,,2020/final1.png,2020/final1.JPG,2020/final1.JPG,,,,,
2020 Final,D,,2020/final2.png,2020/final2.JPG,2020/final2.JPG,,,,,
2020 Final,D,,2020/final3.png,2020/final3.JPG,2020/final3.JPG,,,,,
2020 Final,D,,2020/final4.png,2020/final4.JPG,2020/final4.JPG,,,,,
2020 Final,D,,2020/final5.png,2020/final5.JPG,2020/final5.JPG,,,,,
2020 Final,D,,2020/final7.png,2020/final6.jpg,2020/final6.jpg,,,,,
2020 Final,D,,2020/final8.png,2020/final7.jpg,2020/final7.jpg,,,,,
Scale Model,D,,2020/funnel1.png,2020/funnel1.JPG,2020/funnel1.JPG,,,,,
Scale Model,D,,2020/funnel2.png,2020/funnel2.JPG,2020/funnel2.JPG,,,,,
Scale Model,D,,2020/funnel3.png,2020/funnel3.JPG,2020/funnel3.JPG,,,,,
Scale Model,D,,2020/funnel4.png,2020/funnel4.JPG,2020/funnel4.JPG,,,,,
Scale Model,D,,2020/funnel5.png,2020/funnel5.JPG,2020/funnel5.JPG,,,,,
Scale Model,D,,2020/funnel6.png,2020/funnel6.JPG,2020/funnel6.JPG,,,,,
Scale Model,D,,2020/funnel7.png,2020/funnel7.JPG,2020/funnel7.JPG,,,,,
Scale Model,D,,2020/funnel8.png,2020/funnel8.JPG,2020/funnel8.JPG,,,,,
Mapping,S,,2020/Greenareas.png,2020/Greenareas.jpg,2020/Greenareas.jpg,,,,,
Mapping,S,,2020/mapping1.png,2020/mapping1.png,2020/mapping1.png,,,,,
Mapping,S,,2020/mapping2.png,2020/mapping2.png,2020/mapping2.png,,,,,
2020 Final,S,,2020/render1.png,2020/render1.tif,2020/render1.tif,,,,,
2020 Final,S,,2020/render2.png,2020/render2.png,2020/render2.png,,,,,
2020 Final,S,,2020/render3.png,2020/render3.tif,2020/render3.tif,,,,,
2020 Final,S,,2020/render4.png,2020/render4.tif,2020/render4.tif,,,,,
Mapping,S,,2020/sympathetic.png,2020/sympathetic.png,2020/sympathetic.png,,,,,
Mapping,S,,2020/sympathetic2.png,2020/sympathetic2.png,2020/sympathetic2.png,,,,,
3010 Final,S,,3010/final0.png,3010/final0.png,3010/final0.png,,,,,
3010 Final,S,,3010/final1.png,3010/final1.png,3010/final1.png,,,,,
3010 Final,S,,3010/final2.png,3010/final2.png,3010/final2.png,,,,,
3010 Final,S,,3010/final3.png,3010/final3.gif,3010/final3.gif,,,,,
3010 Final,S,,3010/final4.png,3010/final4.gif,3010/final4.gif,,,,,
3010 Final,S,,3010/final5.png,3010/final5.gif,3010/final5.gif,,,,,
3010 Final,S,,3010/final6.png,3010/final6.gif,3010/final6.gif,,,,,
3010 Final,S,,3010/final7.png,3010/final7.gif,3010/final7.gif,,,,,
3010 Final,S,,3010/final8.png,3010/final8.png,3010/final8.png,,,,,
3010 Final,S,,3010/infographic.png,3010/infographic.jpg,3010/infographic.jpg,,,,,
Mapping,S,,3010/mapping1.png,3010/mapping1.png,3010/mapping1.png,,,,,
Mapping,S,,3010/mapping2.png,3010/mapping2.png,3010/mapping2.png,,,,,
Mapping,S,,3010/mapping3.png,3010/mapping3.gif,3010/mapping3.gif,,,,,
3010,S,,3010/model1.png,3010/model1.jpg,3010/model1.jpg,,,,,
3010,S,,3010/model2.png,3010/model2.jpg,3010/model2.jpg,,,,,
3010,S,,3010/systems1.png,3010/systems1.png,3010/systems1.png,,,,,
3010,S,,3010/systems2.png,3010/systems2.png,3010/systems2.png,,,,,
3010,S,,3010/systems3.png,3010/systems3.gif,3010/systems3.gif,,,,,
Belmont,M,,Belmont1/render1.png,Belmont1/render1.jpg,Belmont1/render1.jpg,,,,,
Belmont,M,,Belmont1/render2.png,Belmont1/render2.jpg,Belmont1/render2.jpg,,,,,
Belmont,M,,Belmont1/render3.png,Belmont1/render3.jpg,Belmont1/render3.jpg,,,,,
Belmont,M,,Belmont1/waterflow.png,Belmont1/waterflow.jpg,Belmont1/waterflow.jpg,,,,,
Web,D,,old/cameron.png,old/cameron.jpg,old/cameron.jpg,,,,,
Wood,D,,old/mcycle1.png,old/mcycle1.JPG,old/mcycle1.JPG,,,,,
Wood,D,,old/motorcycle.png,old/motorcycle.jpg,old/motorcycle.jpg,,,,,
Web,D,,old/verlett.png,old/verlett.jpg,old/verlett.jpg,,,,,
Web,D,,old/wishtheworld.png,old/wishtheworld.JPG,old/wishtheworld.JPG,,,,,
The World is Flat,S,,popup/assemblydiagram.png,popup/assemblydiagram.png,popup/assemblydiagram.png,,,,,
The World is Flat,S,,popup/Brochure.png,popup/brochure.png,popup/brochure.png,,,,,
The World is Flat,S,,popup/hinge1.png,popup/hinge1.JPG,popup/hinge1.JPG,,,,,
The World is Flat,S,,popup/hinge2.png,popup/hinge2.JPG,popup/hinge2.JPG,,,,,
The World is Flat,S,,popup/joinery1.png,popup/joinery1.JPG,popup/joinery1.JPG,,,,,
The World is Flat,S,,popup/joinery2.png,popup/joinery2.JPG,popup/joinery2.JPG,,,,,
The World is Flat,S,,popup/joinery3.png,popup/joinery3.JPG,popup/joinery3.JPG,,,,,
Science Fair Reno NV,,,sci/sci1.png,sci/sci1.JPG,sci1,,,,,
Science Fair Reno NV,,,sci/sci2.png,sci/sci2.JPG,sci2,,,,,
Science Fair Reno NV,,,sci/sci3.png,sci/sci3.JPG,sci3,,,,,
Science Fair Reno NV,,,sci/sci4.png,sci/sci4.JPG,sci4,,,,,
Heritage,,,shop/17761.png,shop/17761.jpg,shop/17761.jpg,,,,,
Heritage,,,shop/17762.png,shop/17762.jpg,shop/17762.jpg,,,,,
Heritage,,,shop/17763.png,shop/17763.jpg,shop/17763.jpg,,,,,
Heritage,,,shop/17764.png,shop/17764.jpg,shop/17764.jpg,,,,,
Heritage,,,shop/17765.png,shop/17765.jpg,shop/17765.jpg,,,,,
Heritage,,,shop/17766.png,shop/17766.jpg,shop/17766.jpg,,,,,
Heritage,,,shop/17767.png,shop/17767.jpg,shop/17767.jpg,,,,,
Heritage,,,shop/17768.png,shop/17768.jpg,shop/17768.jpg,,,,,
Heritage,,,shop/17769.png,shop/17769.jpg,shop/17769.jpg,,,,,
Heritage,,,shop/177610.png,shop/177610.jpg,shop/177610.jpg,,,,,
Heritage,,,shop/177611.png,shop/177611.jpg,shop/177611.jpg,,,,,
Misc,,,shop/misc1.png,shop/misc1.jpg,shop/misc1.jpg,,,,,
Misc,,,shop/paint1.png,shop/paint1.jpg,shop/paint1.jpg,,,,,
Welding,,,shop/weld1.png,shop/weld1.jpg,shop/weld1.jpg,,,,,
Welding,,,shop/weld2.png,shop/weld2.jpg,shop/weld2.jpg,,,,,
Welding,,,shop/weld3.png,shop/weld3.jpg,shop/weld3.jpg,,,,,
Welding,,,shop/weld4.png,shop/weld4.jpg,shop/weld4.jpg,,,,,
Welding,,,shop/weld5.png,shop/weld5.jpg,shop/weld5.jpg,,,,,
Welding,,,shop/weld6.png,shop/weld6.jpg,shop/weld6.jpg,,,,,
Wood,,,theater/chair1.png,theater/chair1.JPG,theater/chair1.JPG,,,,,
Wood,,,theater/chair2.png,theater/chair2.JPG,theater/chair2.JPG,,,,,
Wood,,,theater/chair3.png,theater/chair3.JPG,theater/chair3.JPG,,,,,
Wood,,,theater/chair4.png,theater/chair4.JPG,theater/chair4.JPG,,,,,
Macbeth,,,theater/mac0.png,theater/mac0.jpg,theater/mac0.jpg,,,,,
Macbeth,,,theater/mac1.png,theater/mac1.JPG,theater/mac1.JPG,,,,,
Macbeth,,,theater/mac2.png,theater/mac2.JPG,theater/mac2.JPG,,,,,
Macbeth,,,theater/mac3.png,theater/mac3.JPG,theater/mac3.JPG,,,,,
Macbeth,,,theater/mac4.png,theater/mac4.JPG,theater/mac4.JPG,,,,,
Macbeth,,,theater/mac5.png,theater/mac5.jpg,theater/mac5.jpg,,,,,
Macbeth,,,theater/mac6.png,theater/mac6.jpg,theater/mac6.jpg,,,,,
Macbeth,,,theater/mac7.png,theater/mac7.JPG,theater/mac7.JPG,,,,,
Macbeth,,,theater/mac8.png,theater/mac8.gif,theater/mac8.gif,,,,,
Macbeth,,,theater/mac9.png,theater/mac9.jpg,theater/mac9.jpg,,,,,
Streetcar,,,theater/streetcar0.png,theater/streetcar0.gif,theater/streetcar0.gif,,,,,
Streetcar,,,theater/streetcar1.png,theater/streetcar1.JPG,theater/streetcar1.JPG,,,,,
Streetcar,,,theater/streetcar2.png,theater/streetcar2.gif,theater/streetcar2.gif,,,,,
Streetcar,,,theater/streetcar3.png,theater/streetcar3.gif,theater/streetcar3.gif,,,,,
Streetcar,,,theater/streetcar4.png,theater/streetcar4.JPG,theater/streetcar4.JPG,,,,,
Streetcar,,,theater/streetcar5.png,theater/streetcar5.JPG,theater/streetcar5.JPG,,,,,
Streetcar,,,theater/streetcar6.png,theater/streetcar6.JPG,theater/streetcar6.JPG,,,,,
